REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D2,171.74656402166056
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D3,271.64450950704
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D4,271.9113012288
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2035,S4D5,150.46814139288227
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D1,189.7094109946064
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D2,308.22913996953054
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D3,1065.5892046868194
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D4,428.3922155212607
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S1D5,230.52295820668016
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D1,1025.590765448761
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D2,740.0861426547671
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D3,1153.3211161292525
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D4,1331.33339258784
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S2D5,1185.2290588962703
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D1,346.24479482618074
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D2,243.2615828415478
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D3,322.45298219862275
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D4,397.35303220680817
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S3D5,292.3470240212695
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D1,171.168363721133
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D2,144.28080378726452
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D3,263.57652476769914
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D4,265.94608268429806
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2036,S4D5,146.6603200649257
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D1,191.5006698518575
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D2,317.0680075288729
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D3,1123.917977970434
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D4,443.86129404578514
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D5,235.156342826688
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D1,1100.1786454366147
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D2,786.57346952245
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D3,1191.7293582571897
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D4,1361.83871726784
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D5,1221.6730775445424
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S3D1,348.5973438512645
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S3D2,240.1003311869119
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S3D3,321.86349896023853
