REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D2,351.71275144813967
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D3,850.8909868209379
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D4,478.5060379650516
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S1D5,269.8010867459549
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D1,1029.0308320273357
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D2,501.5049908208021
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D3,1236.0967829769602
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D4,1235.12706926784
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S2D5,1234.53978695424
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S3D1,375.9234188082977
GLOBAL,DSPTRNBGDXX,ELCBGDXX02,1,2037,S3D2,267.42640614394395
